round_id,trial,mean_score,mean_kl,mean_acc_pct,params_json
a8be24e1-bd48-49bb-aa46-c5593da79f6f,235,22.670152,0.495506,95.937500,"{""DIRICHLET_ALPHA"": 0.2198354476697938, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.912176625633369, ""PROB_FLOOR"": 0.00044819596923838636}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,39,22.668009,0.495536,95.937500,"{""DIRICHLET_ALPHA"": 0.2155874281821701, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9207091131756927, ""PROB_FLOOR"": 0.005553859880185812}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,239,22.663144,0.495915,95.937500,"{""DIRICHLET_ALPHA"": 0.05444304278885622, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1650359344917356, ""PROB_FLOOR"": 0.0019633272191702067}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,258,22.636154,0.495986,95.937500,"{""DIRICHLET_ALPHA"": 0.1516468918638703, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0776848201722706, ""PROB_FLOOR"": 0.008988790656853485}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,246,22.633439,0.496357,95.937500,"{""DIRICHLET_ALPHA"": 0.059684929965954876, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1292758902439655, ""PROB_FLOOR"": 0.0004951817247852921}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,292,22.586090,0.496728,95.937500,"{""DIRICHLET_ALPHA"": 0.18263500808579766, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0008578721422723, ""PROB_FLOOR"": 0.011000527309246092}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,74,22.543109,0.497704,95.937500,"{""DIRICHLET_ALPHA"": 0.08222768602742553, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0090312775299761, ""PROB_FLOOR"": 0.0013296682670590559}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,125,22.542483,0.497713,95.937500,"{""DIRICHLET_ALPHA"": 0.08546559524902309, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9956768071088216, ""PROB_FLOOR"": 0.00023041290095494665}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,62,22.538122,0.497435,95.937500,"{""DIRICHLET_ALPHA"": 0.19528298370663713, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9763716207323172, ""PROB_FLOOR"": 0.0033252239915676895}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,209,22.528033,0.497558,95.937500,"{""DIRICHLET_ALPHA"": 0.10877824052657437, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.2411667916295361, ""PROB_FLOOR"": 0.006690659775658857}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,58,22.520711,0.498037,95.937500,"{""DIRICHLET_ALPHA"": 0.07143162173622465, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0560228516926857, ""PROB_FLOOR"": 0.014220020127606627}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,154,22.508639,0.497856,95.937500,"{""DIRICHLET_ALPHA"": 0.14737915599007298, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1045633368431107, ""PROB_FLOOR"": 0.00021567489025899034}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,127,22.502816,0.497952,95.937500,"{""DIRICHLET_ALPHA"": 0.18512457008257072, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0033279291109638, ""PROB_FLOOR"": 0.0018701827637957304}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,110,22.501189,0.497970,95.937500,"{""DIRICHLET_ALPHA"": 0.16190023102422899, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0630889104262962, ""PROB_FLOOR"": 0.0004600000857287516}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,120,22.495691,0.498041,95.937500,"{""DIRICHLET_ALPHA"": 0.12811677173810299, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1696978866048267, ""PROB_FLOOR"": 0.002393673520347111}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,105,22.472200,0.498763,95.937500,"{""DIRICHLET_ALPHA"": 0.09820283442763071, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9430279762115494, ""PROB_FLOOR"": 0.0006961496908331806}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,49,22.471078,0.498779,95.937500,"{""DIRICHLET_ALPHA"": 0.07407415914205445, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0393957604227815, ""PROB_FLOOR"": 0.0005789068572483128}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,32,22.465483,0.498863,95.937500,"{""DIRICHLET_ALPHA"": 0.08236290139549036, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.002408490438593, ""PROB_FLOOR"": 0.002816112265668984}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,188,22.455872,0.498650,95.937500,"{""DIRICHLET_ALPHA"": 0.21246121234300988, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9474669816222854, ""PROB_FLOOR"": 0.002927210882777061}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,143,22.447164,0.498779,95.937500,"{""DIRICHLET_ALPHA"": 0.2138581223015375, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9454211282509554, ""PROB_FLOOR"": 0.0001354046136524328}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,114,22.447073,0.499139,95.937500,"{""DIRICHLET_ALPHA"": 0.04297790320907252, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.2243759290802503, ""PROB_FLOOR"": 0.016048134871791242}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,280,22.444319,0.498792,95.937500,"{""DIRICHLET_ALPHA"": 0.11062537309619322, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.243366830397175, ""PROB_FLOOR"": 0.0015259525149995175}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,126,22.403647,0.499427,95.937500,"{""DIRICHLET_ALPHA"": 0.23467059121017858, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9091133490168767, ""PROB_FLOOR"": 0.001016668307518164}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,185,22.400927,0.499466,95.937500,"{""DIRICHLET_ALPHA"": 0.2277048693174916, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9223706608923472, ""PROB_FLOOR"": 0.00012667558093394348}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,252,22.391371,0.499594,95.937500,"{""DIRICHLET_ALPHA"": 0.1739820058381151, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.041945360220426, ""PROB_FLOOR"": 0.00033495125825092845}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,170,22.342478,0.500306,95.937500,"{""DIRICHLET_ALPHA"": 0.12859399516418163, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1849529449380274, ""PROB_FLOOR"": 0.00018470151850827303}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,172,22.337112,0.500789,95.937500,"{""DIRICHLET_ALPHA"": 0.090191209720371, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9622445744534623, ""PROB_FLOOR"": 0.00024996961651256366}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,264,22.327702,0.500929,95.937500,"{""DIRICHLET_ALPHA"": 0.061925366854096345, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.090293567545057, ""PROB_FLOOR"": 0.0008959009883796026}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,254,22.291762,0.501074,95.937500,"{""DIRICHLET_ALPHA"": 0.18077392998322667, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0343078420958265, ""PROB_FLOOR"": 0.00022184223223749175}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,137,22.282073,0.501234,95.937500,"{""DIRICHLET_ALPHA"": 0.24978513531381727, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.8925678127485531, ""PROB_FLOOR"": 0.003396838452068536}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,71,22.223070,0.502089,95.937500,"{""DIRICHLET_ALPHA"": 0.14946798621301657, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1277049742571545, ""PROB_FLOOR"": 0.0002880606914500045}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,279,22.203577,0.502379,95.937500,"{""DIRICHLET_ALPHA"": 0.14606507087665285, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1403078538861735, ""PROB_FLOOR"": 0.005550998954372613}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,295,22.198185,0.502452,95.937500,"{""DIRICHLET_ALPHA"": 0.12223366159038314, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.224152547826598, ""PROB_FLOOR"": 0.00028346994257249814}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,41,22.180598,0.502728,95.937500,"{""DIRICHLET_ALPHA"": 0.1659631843731568, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0836391875650941, ""PROB_FLOOR"": 0.00015639466661316627}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,160,22.174947,0.502812,95.937500,"{""DIRICHLET_ALPHA"": 0.16231098818038311, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0943950188146512, ""PROB_FLOOR"": 0.0008854520793377125}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,286,22.110468,0.503784,95.937500,"{""DIRICHLET_ALPHA"": 0.18603877709507916, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0379203552699312, ""PROB_FLOOR"": 0.010477102380015936}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,153,22.109932,0.503772,95.937500,"{""DIRICHLET_ALPHA"": 0.12005455419003755, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.2420108718216771, ""PROB_FLOOR"": 0.006358961289255567}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,221,22.073500,0.504348,95.937500,"{""DIRICHLET_ALPHA"": 0.22277381492124862, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9599300203020268, ""PROB_FLOOR"": 0.0002700632367627077}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,85,22.056167,0.505039,95.937500,"{""DIRICHLET_ALPHA"": 0.06948149510832595, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.03155875283052, ""PROB_FLOOR"": 0.0003502058809900526}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,195,22.052291,0.505098,95.937500,"{""DIRICHLET_ALPHA"": 0.10565260160836974, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.8919918863584282, ""PROB_FLOOR"": 0.012878837007394148}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,251,22.047586,0.505170,95.937500,"{""DIRICHLET_ALPHA"": 0.08739770583225515, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9541394173661, ""PROB_FLOOR"": 0.0003611690792197007}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,191,22.017090,0.505194,95.937500,"{""DIRICHLET_ALPHA"": 0.21267492958892475, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9853825933189304, ""PROB_FLOOR"": 0.0012880026891098591}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,130,21.991892,0.506015,95.937500,"{""DIRICHLET_ALPHA"": 0.03843485853208992, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.2304778640015366, ""PROB_FLOOR"": 0.00904122884938537}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,261,21.987424,0.505646,95.937500,"{""DIRICHLET_ALPHA"": 0.2305104834166434, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9517053935016629, ""PROB_FLOOR"": 0.0011098188315017004}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,250,21.978760,0.505769,95.937500,"{""DIRICHLET_ALPHA"": 0.19733947300638024, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0225308080585798, ""PROB_FLOOR"": 0.008605349712385647}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,231,21.964451,0.505992,95.937500,"{""DIRICHLET_ALPHA"": 0.22527923170551886, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9638163500447301, ""PROB_FLOOR"": 0.00034731486292748293}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,56,21.951620,0.506182,95.937500,"{""DIRICHLET_ALPHA"": 0.20914953835177916, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9983689135449755, ""PROB_FLOOR"": 0.007227338332164969}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,233,21.949635,0.506196,95.937500,"{""DIRICHLET_ALPHA"": 0.15177875059930387, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1469271797671907, ""PROB_FLOOR"": 0.003183539045135067}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,92,21.929740,0.506503,95.937500,"{""DIRICHLET_ALPHA"": 0.17337148643188155, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0864575264443885, ""PROB_FLOOR"": 0.0008041740426440155}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,121,21.921877,0.507086,95.937500,"{""DIRICHLET_ALPHA"": 0.03873606124026947, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.2224944942760407, ""PROB_FLOOR"": 0.00018592517612836423}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,245,21.909924,0.507272,95.937500,"{""DIRICHLET_ALPHA"": 0.10228105071758273, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.8946401472996907, ""PROB_FLOOR"": 0.00013778928193756767}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,164,21.891631,0.507082,95.937500,"{""DIRICHLET_ALPHA"": 0.17848052346648913, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0763087601727683, ""PROB_FLOOR"": 0.0030922992069501846}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,201,21.888423,0.507134,95.937500,"{""DIRICHLET_ALPHA"": 0.19274381516416184, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0410023494510932, ""PROB_FLOOR"": 0.011957877650068595}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,159,21.886956,0.507625,95.937500,"{""DIRICHLET_ALPHA"": 0.0831291049025995, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.961230218312503, ""PROB_FLOOR"": 0.0009642227886257443}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,112,21.885020,0.507652,95.937500,"{""DIRICHLET_ALPHA"": 0.041704680952370544, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1942876273303575, ""PROB_FLOOR"": 0.00258865040467789}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,28,21.880546,0.507257,95.937500,"{""DIRICHLET_ALPHA"": 0.2053648923198483, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0125547445760281, ""PROB_FLOOR"": 0.00024212393072538835}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,268,21.843129,0.507829,95.937500,"{""DIRICHLET_ALPHA"": 0.2236046697082469, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9768612684519915, ""PROB_FLOOR"": 0.0023217222342137964}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,64,21.840119,0.507878,95.937500,"{""DIRICHLET_ALPHA"": 0.23483515612810701, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9549842063691458, ""PROB_FLOOR"": 0.0003582880493003211}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,273,21.819317,0.508168,95.937500,"{""DIRICHLET_ALPHA"": 0.13868809914673005, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.202152120051077, ""PROB_FLOOR"": 0.002692288949732435}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,227,21.802035,0.508928,95.937500,"{""DIRICHLET_ALPHA"": 0.09769083116779202, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9037467653252246, ""PROB_FLOOR"": 0.00014271950749650034}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,68,21.756650,0.509120,95.937500,"{""DIRICHLET_ALPHA"": 0.13017788468856215, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.238730570424387, ""PROB_FLOOR"": 0.00021427142401116083}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,163,21.755775,0.509642,95.937500,"{""DIRICHLET_ALPHA"": 0.06414228836901063, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.039653070036068, ""PROB_FLOOR"": 0.0020732575050854117}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,189,21.744039,0.509325,95.937500,"{""DIRICHLET_ALPHA"": 0.17084878128432518, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1096596200537097, ""PROB_FLOOR"": 0.005684299387372518}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,26,21.719774,0.510198,95.937500,"{""DIRICHLET_ALPHA"": 0.08046250186400405, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9625535568087986, ""PROB_FLOOR"": 0.0033297220635993096}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,196,21.692546,0.510618,95.937500,"{""DIRICHLET_ALPHA"": 0.0526015797848722, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.102332896145897, ""PROB_FLOOR"": 0.0006016833059415576}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,232,21.683151,0.510270,95.937500,"{""DIRICHLET_ALPHA"": 0.22817555546150764, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9801370922066708, ""PROB_FLOOR"": 0.0016517591723379434}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,156,21.674506,0.510387,95.937500,"{""DIRICHLET_ALPHA"": 0.16581595725887413, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1299103778356265, ""PROB_FLOOR"": 0.014566900115465617}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,115,21.670854,0.510439,95.937500,"{""DIRICHLET_ALPHA"": 0.15248368107192498, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1703536704340387, ""PROB_FLOOR"": 0.006310088359231804}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,35,21.628540,0.511111,95.937500,"{""DIRICHLET_ALPHA"": 0.24260233056345373, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9563479845838079, ""PROB_FLOOR"": 0.006181972646804762}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,147,21.621133,0.511204,95.937500,"{""DIRICHLET_ALPHA"": 0.16120284269833568, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1480752513315378, ""PROB_FLOOR"": 0.00906987975634654}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,107,21.586258,0.511760,95.937500,"{""DIRICHLET_ALPHA"": 0.2377259024116817, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9687505898285141, ""PROB_FLOOR"": 0.012811513688264834}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,242,21.550228,0.512825,95.937500,"{""DIRICHLET_ALPHA"": 0.03472064419123811, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.233909808931688, ""PROB_FLOOR"": 0.0001243030871021178}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,253,21.520594,0.512770,95.937500,"{""DIRICHLET_ALPHA"": 0.23329230822139613, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9822942968219467, ""PROB_FLOOR"": 0.0001293330044939772}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,22,21.491647,0.513199,95.937500,"{""DIRICHLET_ALPHA"": 0.1623323968001418, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1559995429664103, ""PROB_FLOOR"": 0.0018759990819465762}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,101,21.464324,0.514166,95.937500,"{""DIRICHLET_ALPHA"": 0.0422925300191553, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1615985418312516, ""PROB_FLOOR"": 0.001709843976150127}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,57,21.451783,0.513835,95.937500,"{""DIRICHLET_ALPHA"": 0.2386958548167388, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9768555571290861, ""PROB_FLOOR"": 0.00046677869739913014}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,169,21.410118,0.514472,95.937500,"{""DIRICHLET_ALPHA"": 0.20196889858332076, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0581100458962276, ""PROB_FLOOR"": 0.0005287332118189367}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,67,21.366179,0.515704,95.937500,"{""DIRICHLET_ALPHA"": 0.08447768149602274, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9285738662858293, ""PROB_FLOOR"": 0.006138059979885341}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,203,21.361874,0.515771,95.937500,"{""DIRICHLET_ALPHA"": 0.03738497708407292, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1967205753047705, ""PROB_FLOOR"": 0.0048367212282037116}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,27,21.339126,0.515574,95.937500,"{""DIRICHLET_ALPHA"": 0.19813557018553923, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0728128609365113, ""PROB_FLOOR"": 0.0033722607109971424}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,38,21.332407,0.516234,95.937500,"{""DIRICHLET_ALPHA"": 0.0834295897961566, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9309453459180921, ""PROB_FLOOR"": 0.0021488445961337136}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,186,21.314017,0.516524,95.937500,"{""DIRICHLET_ALPHA"": 0.0800942392754868, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9431409139774825, ""PROB_FLOOR"": 0.0013410789555038595}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,226,21.286611,0.516400,95.937500,"{""DIRICHLET_ALPHA"": 0.22967170246853316, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0069476371687176, ""PROB_FLOOR"": 0.0013896587653375446}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,213,21.285503,0.516405,95.937500,"{""DIRICHLET_ALPHA"": 0.18118196711480755, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1201222514669937, ""PROB_FLOOR"": 0.006019460519292443}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,236,21.257112,0.516853,95.937500,"{""DIRICHLET_ALPHA"": 0.20007386203392977, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.074595757765754, ""PROB_FLOOR"": 0.006350317676795212}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,193,21.237683,0.517143,95.937500,"{""DIRICHLET_ALPHA"": 0.15090974572887533, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.21382089754854, ""PROB_FLOOR"": 0.009028817762460112}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,24,21.235987,0.517755,95.937500,"{""DIRICHLET_ALPHA"": 0.061500321476687006, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.024686955692945, ""PROB_FLOOR"": 0.000870193591378947}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,7,21.225126,0.517342,95.937500,"{""DIRICHLET_ALPHA"": 0.16159945578929558, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.181052468797033, ""PROB_FLOOR"": 0.005541174183937701}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,44,21.211719,0.518138,95.937500,"{""DIRICHLET_ALPHA"": 0.05094231244885267, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0850578288710848, ""PROB_FLOOR"": 0.013420734110316497}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,190,21.185879,0.518544,95.937500,"{""DIRICHLET_ALPHA"": 0.09798601238382697, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.8732433926885789, ""PROB_FLOOR"": 0.0017414583864494482}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,181,21.163999,0.518294,95.937500,"{""DIRICHLET_ALPHA"": 0.14343266272682761, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.2456532010734422, ""PROB_FLOOR"": 0.00850864454440297}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,176,21.153339,0.518488,95.937500,"{""DIRICHLET_ALPHA"": 0.24002300341623337, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.995967744431301, ""PROB_FLOOR"": 0.01947907307983055}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,123,21.143874,0.518619,95.937500,"{""DIRICHLET_ALPHA"": 0.17109553919406223, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1597285664567374, ""PROB_FLOOR"": 0.0005852842590949302}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,8,21.131432,0.518833,95.937500,"{""DIRICHLET_ALPHA"": 0.2429675258547768, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.9918103872519474, ""PROB_FLOOR"": 0.011328660945802163}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,161,21.091036,0.520052,95.937500,"{""DIRICHLET_ALPHA"": 0.062230846407270876, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0135132437714789, ""PROB_FLOOR"": 0.0022547810247989233}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,267,21.080876,0.519613,95.937500,"{""DIRICHLET_ALPHA"": 0.1799418965640611, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1400733283403475, ""PROB_FLOOR"": 0.004997293865537314}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,102,21.028321,0.520451,95.937500,"{""DIRICHLET_ALPHA"": 0.2158173145894138, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0556891480761657, ""PROB_FLOOR"": 0.0011599480546137817}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,135,21.023121,0.521153,95.937500,"{""DIRICHLET_ALPHA"": 0.036541218639066515, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1625176141726064, ""PROB_FLOOR"": 0.019641728923441053}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,222,20.980843,0.521805,95.937500,"{""DIRICHLET_ALPHA"": 0.09206246525095849, ""OBSERVED_POSTERIOR_TEMPERATURE"": 0.8839246364943052, ""PROB_FLOOR"": 0.004472702781819032}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,17,20.960434,0.522134,95.937500,"{""DIRICHLET_ALPHA"": 0.04354059606623435, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1229982015899902, ""PROB_FLOOR"": 0.0002882629758391921}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,109,20.944028,0.521772,95.937500,"{""DIRICHLET_ALPHA"": 0.1666209617344245, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.1894241955094498, ""PROB_FLOOR"": 0.007081107772491682}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,129,20.903712,0.522433,95.937500,"{""DIRICHLET_ALPHA"": 0.24679157078183728, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0005437893923306, ""PROB_FLOOR"": 0.004475571944861136}"
a8be24e1-bd48-49bb-aa46-c5593da79f6f,78,20.796664,0.524138,95.937500,"{""DIRICHLET_ALPHA"": 0.2418956589143636, ""OBSERVED_POSTERIOR_TEMPERATURE"": 1.0176457277265216, ""PROB_FLOOR"": 0.00234908035226567}"
